customer_id,age_group,gender,region,customer_segment,preferred_channel,purchase_frequency,avg_order_value,total_spent,recency_days,website_visits,discount_usage_rate,email_open_rate,cart_abandonment_rate,loyalty_score,engagement_score,churn_risk,churn_flag
C055211,25-34,Male,Central,VIP,Mobile App,1,349.2,333.55,64,7,0.15,0.81,0.66,90,57.5,Low,0
C055212,25-34,Female,South,New,In-Store,3,24.68,86.87,106,17,0.52,0.12,0.53,50,29.5,Medium,0
C055213,35-44,Other,South,New,Mobile App,60,374.53,23778.15,171,152,0.74,0.48,0.48,12,50.0,Medium,1
C055214,55+,Female,North,Returning,In-Store,2,279.52,485.37,316,12,0.48,0.36,0.33,20,51.5,High,1
C055215,45-54,Male,South,Returning,Mobile App,2,124.33,278.51,5,11,0.23,0.54,0.35,33,59.5,Low,0
C055216,35-44,Male,Central,VIP,In-Store,8,90.91,767.33,128,22,0.12,0.41,0.35,39,53.0,Low,0
C055217,35-44,Other,North,VIP,In-Store,5,209.24,1198.43,328,19,0.52,0.71,0.06,63,82.5,High,1
C055218,55+,Other,West,VIP,In-Store,35,144.48,4808.9,330,144,0.14,0.86,0.66,36,60.0,High,1
C055219,35-44,Male,Central,New,Mobile App,3,388.07,1183.76,356,9,0.69,0.52,0.2,69,66.0,High,1
C055220,18-24,Male,Central,Loyal,Mobile App,3,257.3,878.85,289,17,0.52,0.36,0.63,75,36.5,High,1
C055221,18-24,Female,South,Loyal,Mobile App,3,78.37,226.73,110,6,0.45,0.43,0.35,60,54.0,Low,0
C055222,35-44,Female,South,VIP,Online,3,229.78,696.45,170,7,0.37,0.22,0.07,44,57.5,Low,0
C055223,18-24,Other,North,New,In-Store,20,82.17,1846.23,9,60,0.67,0.3,0.12,86,59.0,Low,0
C055224,35-44,Male,South,Returning,Online,3,385.45,1270.26,291,7,0.6,0.31,0.48,49,41.5,High,1
C055225,45-54,Female,West,New,Mobile App,12,352.94,4083.27,342,36,0.24,0.21,0.77,26,22.0,High,1
C055226,55+,Female,North,Loyal,Online,12,41.59,572.75,173,38,0.79,0.46,0.54,31,46.0,Medium,1
C055227,45-54,Other,North,New,In-Store,2,28.77,56.94,66,14,0.49,0.8,0.36,24,72.0,Low,0
C055228,45-54,Female,West,Returning,In-Store,3,197.85,603.12,361,17,0.41,0.15,0.5,46,32.5,High,1
C055229,45-54,Female,West,Loyal,Online,8,337.59,2529.18,201,17,0.78,0.65,0.22,19,71.5,Medium,0
C055230,25-34,Male,Central,VIP,Mobile App,8,270.45,1963.04,275,44,0.36,0.06,0.65,30,20.5,High,1
C055231,18-24,Other,South,Returning,In-Store,2,341.23,747.2,223,12,0.12,0.69,0.8,31,44.5,High,1
C055232,25-34,Female,Central,VIP,Online,12,334.26,3666.94,96,71,0.63,0.75,0.6,79,57.5,Low,0
C055233,55+,Female,Central,Loyal,In-Store,5,327.58,1664.45,15,30,0.54,0.29,0.39,11,45.0,Low,0
C055234,55+,Other,East,New,Online,20,58.01,1059.29,80,105,0.62,0.53,0.11,86,71.0,Low,0
C055235,35-44,Female,East,VIP,In-Store,20,63.11,1368.61,260,94,0.55,0.27,0.06,29,60.5,Medium,1
C055236,25-34,Other,South,Returning,In-Store,8,325.49,2482.44,260,42,0.64,0.44,0.3,30,57.0,High,1
C055237,25-34,Female,North,VIP,In-Store,8,330.98,3008.41,198,63,0.39,0.06,0.83,47,11.5,High,1
C055238,25-34,Other,West,New,Online,8,119.96,1046.92,169,63,0.2,0.33,0.44,28,44.5,Medium,0
C055239,25-34,Female,West,Returning,Online,8,39.07,284.31,18,54,0.6,0.79,0.59,91,60.0,Low,0
C055240,45-54,Other,South,Loyal,Online,8,118.88,849.51,244,54,0.57,0.33,0.5,30,41.5,Medium,1
C055241,35-44,Other,South,VIP,Mobile App,5,23.92,108.76,351,19,0.08,0.84,0.07,74,88.5,High,1
C055242,35-44,Female,North,New,Online,8,182.66,1628.54,298,50,0.11,0.56,0.38,55,59.0,High,1
C055243,55+,Male,East,Returning,In-Store,2,319.69,714.23,224,7,0.26,0.3,0.72,92,29.0,High,1
C055244,55+,Female,Central,New,Online,3,278.5,808.72,307,23,0.56,0.84,0.15,58,84.5,Medium,1
C055245,18-24,Female,East,Loyal,Mobile App,12,29.88,352.12,126,34,0.27,0.14,0.39,73,37.5,Low,0
C055246,55+,Male,South,New,Online,20,32.92,770.75,79,94,0.48,0.82,0.2,17,81.0,Low,0
C055247,55+,Female,South,VIP,In-Store,1,188.29,163.19,23,4,0.44,0.2,0.21,39,49.5,Low,0
C055248,35-44,Male,East,Returning,Online,2,83.27,165.36,292,13,0.23,0.6,0.21,79,69.5,Medium,1
C055249,25-34,Male,South,New,Mobile App,12,324.26,4393.92,257,78,0.73,0.3,0.77,97,26.5,High,1
C055250,55+,Male,West,VIP,Online,60,97.99,6578.65,1,373,0.45,0.16,0.34,98,41.0,Low,0
C055251,55+,Female,North,New,In-Store,2,388.83,845.76,87,4,0.75,0.78,0.67,37,55.5,Low,0
C055252,55+,Male,North,VIP,In-Store,5,363.63,1907.25,228,33,0.21,0.22,0.68,85,27.0,Medium,1
C055253,45-54,Female,East,Returning,Mobile App,8,325.44,3004.08,332,32,0.4,0.19,0.5,25,34.5,High,1
C055254,35-44,Male,North,Loyal,In-Store,60,267.06,17547.65,221,231,0.52,0.15,0.1,85,52.5,Low,0
C055255,45-54,Female,Central,Loyal,In-Store,3,356.34,1240.21,128,16,0.72,0.5,0.74,39,38.0,Medium,0
C055256,25-34,Male,Central,Loyal,Online,8,138.99,1249.35,189,63,0.71,0.66,0.4,56,63.0,Medium,0
C055257,55+,Female,North,Loyal,Online,5,125.85,655.3,91,28,0.79,0.57,0.8,26,38.5,Medium,1
C055258,45-54,Female,Central,VIP,In-Store,8,70.48,597.62,49,61,0.06,0.61,0.45,88,58.0,Low,0
C055259,35-44,Male,East,New,Online,20,297.42,6345.02,203,116,0.08,0.72,0.16,27,78.0,Medium,0
C055260,45-54,Male,South,VIP,In-Store,8,310.26,2865.73,312,59,0.57,0.21,0.13,27,54.0,High,1
C055261,55+,Other,South,VIP,Mobile App,2,42.23,98.64,280,9,0.62,0.54,0.29,83,62.5,High,1
C055262,55+,Female,North,Returning,Online,3,280.1,781.78,261,7,0.6,0.54,0.39,37,57.5,High,1
C055263,55+,Female,Central,Returning,Mobile App,20,135.98,2667.67,295,97,0.75,0.77,0.11,74,83.0,Medium,1
C055264,45-54,Other,West,Returning,In-Store,8,106.78,928.56,84,24,0.36,0.69,0.44,52,62.5,Low,0
C055265,25-34,Female,West,Loyal,Mobile App,5,61.55,331.97,103,28,0.65,0.75,0.53,65,61.0,Low,0
C055266,18-24,Other,East,Returning,Mobile App,1,87.58,89.63,284,2,0.59,0.34,0.69,54,32.5,High,1
C055267,35-44,Other,East,New,In-Store,3,115.27,321.98,152,8,0.67,0.36,0.42,18,47.0,Medium,0
C055268,45-54,Female,West,New,Mobile App,2,305.46,706.76,23,12,0.7,0.42,0.71,38,35.5,Low,0
C055269,55+,Other,South,New,Mobile App,8,103.06,713.29,47,38,0.77,0.64,0.19,65,72.5,Low,0
C055270,25-34,Female,Central,VIP,In-Store,5,281.22,1576.24,25,28,0.74,0.42,0.47,38,47.5,Low,0
C055271,45-54,Male,North,VIP,Mobile App,20,216.09,4320.17,11,158,0.52,0.23,0.44,49,39.5,Low,0
C055272,18-24,Male,Central,Loyal,Mobile App,60,38.32,2138.81,87,365,0.19,0.59,0.67,15,46.0,Low,0
C055273,25-34,Other,South,Returning,Online,12,384.07,4732.17,124,61,0.6,0.32,0.38,44,47.0,Low,0
C055274,25-34,Male,West,New,In-Store,1,204.75,208.72,304,5,0.45,0.57,0.73,29,42.0,High,1
C055275,35-44,Female,East,New,Mobile App,2,111.33,255.7,84,10,0.56,0.53,0.12,78,70.5,Low,0
C055276,45-54,Female,South,Loyal,Mobile App,35,70.14,2152.21,25,268,0.62,0.52,0.42,67,55.0,Low,0
C055277,55+,Female,Central,Returning,Online,3,275.09,750.39,23,20,0.29,0.74,0.19,35,77.5,Low,0
C055278,45-54,Other,South,VIP,Online,12,36.84,418.4,7,38,0.46,0.83,0.1,18,86.5,Low,0
C055279,25-34,Female,West,Loyal,In-Store,5,226.74,1252.97,295,14,0.07,0.7,0.81,41,44.5,High,1
C055280,25-34,Male,East,Returning,In-Store,20,26.46,545.94,298,64,0.68,0.14,0.37,28,38.5,High,1
C055281,18-24,Male,Central,VIP,In-Store,2,367.96,683.14,228,15,0.65,0.82,0.43,63,69.5,Medium,1
C055282,35-44,Other,West,VIP,Mobile App,8,129.68,1016.05,322,33,0.55,0.09,0.36,68,36.5,High,1
C055283,35-44,Male,East,VIP,In-Store,1,81.75,97.74,331,4,0.16,0.23,0.57,82,33.0,High,1
C055284,25-34,Other,East,Returning,In-Store,12,176.43,2525.31,127,35,0.57,0.43,0.52,48,45.5,Medium,0
C055285,35-44,Other,West,New,Online,20,324.65,6995.48,336,122,0.39,0.79,0.07,51,86.0,Medium,1
C055286,35-44,Male,Central,Returning,Mobile App,35,377.39,15660.64,290,194,0.55,0.31,0.82,33,24.5,High,1
C055287,55+,Other,Central,Returning,Mobile App,5,298.58,1359.7,336,11,0.53,0.19,0.53,84,33.0,High,1
C055288,35-44,Male,Central,VIP,In-Store,2,135.26,263.44,72,8,0.05,0.18,0.16,80,51.0,Low,0
C055289,18-24,Other,West,Loyal,In-Store,20,312.38,5942.59,297,153,0.5,0.16,0.72,74,22.0,High,1
C055290,35-44,Other,East,Returning,In-Store,1,371.74,349.91,151,3,0.64,0.68,0.2,30,74.0,Low,0
C055291,35-44,Other,South,New,In-Store,3,119.01,419.22,1,16,0.66,0.73,0.38,79,67.5,Low,0
C055292,35-44,Male,Central,Returning,Online,35,169.64,5930.51,50,100,0.17,0.79,0.22,86,78.5,Low,0
C055293,45-54,Other,North,Loyal,In-Store,1,261.53,301.7,247,7,0.3,0.37,0.06,58,65.5,Medium,0
C055294,18-24,Other,North,New,Online,3,108.5,336.33,299,11,0.23,0.54,0.34,20,60.0,High,1
C055295,35-44,Male,Central,Loyal,Mobile App,1,140.38,134.39,348,4,0.38,0.5,0.14,31,68.0,High,1
C055296,25-34,Other,East,VIP,Mobile App,5,286.35,1510.41,233,37,0.65,0.38,0.76,53,31.0,High,1
C055297,45-54,Male,South,Loyal,In-Store,20,37.2,880.78,51,119,0.5,0.19,0.71,37,24.0,Low,0
C055298,45-54,Other,West,VIP,Online,8,381.03,2680.31,144,43,0.76,0.1,0.27,78,41.5,Low,0
C055299,35-44,Male,South,New,Online,35,211.25,6650.71,147,255,0.17,0.28,0.49,43,39.5,Low,0
C055300,35-44,Male,South,VIP,In-Store,5,332.02,1493.34,28,31,0.4,0.84,0.61,21,61.5,Low,0
C055301,35-44,Male,South,Returning,Online,3,86.12,268.24,284,6,0.55,0.66,0.23,20,71.5,High,1
C055302,55+,Other,North,New,In-Store,20,70.75,1497.05,107,128,0.47,0.78,0.32,61,73.0,Low,0
C055303,45-54,Female,South,VIP,In-Store,5,151.41,740.95,73,30,0.3,0.82,0.31,41,75.5,Low,0
C055304,25-34,Male,East,Returning,Mobile App,20,197.5,4360.2,115,90,0.77,0.88,0.81,49,53.5,Medium,0
C055305,35-44,Female,East,Returning,Mobile App,1,301.53,262.05,18,2,0.41,0.81,0.25,66,78.0,Low,0
C055306,55+,Female,West,Loyal,In-Store,20,68.57,1636.71,149,56,0.47,0.87,0.45,96,71.0,Low,0
C055307,25-34,Female,West,New,In-Store,35,203.78,7032.04,15,231,0.29,0.08,0.78,93,15.0,Low,0
C055308,35-44,Other,East,Returning,In-Store,3,205.59,694.19,246,13,0.75,0.72,0.35,70,68.5,Medium,1
C055309,25-34,Other,North,VIP,Mobile App,1,251.01,219.68,198,6,0.28,0.06,0.38,53,34.0,Medium,1
C055310,25-34,Other,South,Returning,Mobile App,12,134.41,1791.23,150,38,0.29,0.35,0.08,41,63.5,Low,0
C055311,45-54,Other,East,New,In-Store,12,386.3,5357.15,305,80,0.66,0.58,0.08,56,75.0,Medium,1
C055312,55+,Other,North,VIP,Mobile App,5,102.55,555.07,48,21,0.57,0.76,0.47,54,64.5,Low,0
C055313,55+,Male,Central,Returning,In-Store,20,337.07,7877.83,6,122,0.4,0.38,0.48,78,45.0,Low,0
C055314,45-54,Female,Central,New,Mobile App,5,233.94,1232.25,11,35,0.58,0.71,0.21,70,75.0,Low,0
C055315,45-54,Other,West,New,In-Store,8,304.79,2703.51,305,31,0.59,0.37,0.7,48,33.5,High,1
C055316,55+,Male,South,VIP,In-Store,60,47.35,2497.07,201,168,0.37,0.2,0.09,79,55.5,Low,0
C055317,35-44,Other,North,Returning,In-Store,12,387.37,4260.27,76,43,0.21,0.05,0.56,75,24.5,Low,0
C055318,45-54,Male,West,Loyal,In-Store,2,303.54,669.22,11,14,0.27,0.14,0.6,29,27.0,Low,0
C055319,18-24,Other,North,VIP,Mobile App,35,83.68,3031.18,71,166,0.77,0.07,0.69,60,19.0,Low,0
C055320,35-44,Female,North,New,Online,35,157.61,4993.07,40,109,0.39,0.11,0.37,16,37.0,Low,0
C055321,25-34,Female,South,Loyal,In-Store,20,284.3,6685.4,234,86,0.17,0.45,0.1,48,67.5,Medium,0
C055322,35-44,Female,South,Returning,Mobile App,20,198.21,4147.06,248,125,0.7,0.53,0.06,50,73.5,Medium,0
C055323,18-24,Male,Central,Returning,In-Store,8,109.82,1038.56,187,22,0.26,0.23,0.8,24,21.5,High,1
C055324,18-24,Other,South,Loyal,In-Store,8,153.72,1146.24,362,34,0.52,0.86,0.22,13,82.0,High,1
C055325,55+,Female,North,Loyal,In-Store,8,370.38,2990.78,325,48,0.45,0.36,0.81,26,27.5,High,1
C055326,35-44,Female,West,Returning,In-Store,5,142.75,691.31,335,12,0.76,0.15,0.69,34,23.0,High,1
C055327,35-44,Male,South,VIP,In-Store,8,360.53,3451.32,206,51,0.67,0.5,0.54,16,48.0,High,1
C055328,55+,Male,South,VIP,Mobile App,1,334.34,388.27,130,2,0.35,0.31,0.09,76,61.0,Low,0
C055329,55+,Male,East,Returning,In-Store,2,245.83,433.73,187,13,0.45,0.12,0.11,83,50.5,Low,0
C055330,18-24,Female,South,New,Mobile App,35,120.26,4465.71,332,222,0.38,0.28,0.82,44,23.0,High,1
C055331,55+,Male,East,Returning,In-Store,2,155.96,326.1,318,15,0.06,0.18,0.7,70,24.0,High,1
C055332,45-54,Other,South,New,Mobile App,1,94.64,102.99,135,5,0.31,0.74,0.6,80,57.0,Medium,0
C055333,45-54,Female,East,Loyal,In-Store,35,370.49,13748.56,14,72,0.51,0.7,0.21,72,74.5,Low,0
C055334,55+,Male,Central,Loyal,Mobile App,3,92.84,327.5,198,19,0.76,0.2,0.53,39,33.5,Medium,1
C055335,45-54,Female,South,Loyal,In-Store,20,370.36,7074.53,9,131,0.27,0.59,0.1,27,74.5,Low,0
C055336,45-54,Female,East,Returning,Online,5,315.8,1399.63,79,32,0.09,0.46,0.64,56,41.0,Low,0
C055337,35-44,Male,Central,New,Mobile App,8,240.96,1677.43,60,41,0.49,0.09,0.21,67,44.0,Low,0
C055338,45-54,Male,East,Returning,Online,20,358.83,6786.43,345,120,0.31,0.65,0.7,75,47.5,High,1
C055339,18-24,Male,East,New,In-Store,60,271.5,15321.26,218,425,0.26,0.26,0.83,11,21.5,High,1
C055340,25-34,Other,Central,Returning,Mobile App,8,297.61,2361.73,234,17,0.4,0.47,0.62,34,42.5,High,1
C055341,25-34,Female,South,Returning,Online,12,305.9,3368.3,131,53,0.67,0.56,0.75,97,40.5,Low,0
C055342,45-54,Other,North,New,Online,20,110.18,2075.64,109,148,0.42,0.11,0.49,16,31.0,Medium,0
C055343,35-44,Female,West,Returning,In-Store,8,37.06,339.66,69,19,0.6,0.68,0.15,20,76.5,Low,0
C055344,25-34,Male,South,Loyal,Mobile App,5,223.1,1277.79,14,20,0.12,0.27,0.3,47,48.5,Low,0
C055345,18-24,Male,North,New,In-Store,20,141.05,3283.37,24,99,0.67,0.56,0.54,43,51.0,Low,0
C055346,35-44,Other,West,New,Online,8,73.61,685.26,17,23,0.24,0.6,0.52,12,54.0,Low,0
C055347,25-34,Female,South,VIP,Online,20,207.77,3629.13,86,50,0.69,0.58,0.62,60,48.0,Low,0
C055348,18-24,Female,West,VIP,Online,60,143.69,9772.8,234,235,0.2,0.9,0.2,71,85.0,Medium,0
C055349,55+,Male,Central,Returning,In-Store,20,276.25,5653.31,215,149,0.05,0.75,0.25,82,75.0,Medium,0
C055350,18-24,Other,North,Returning,In-Store,20,238.95,5610.02,334,47,0.19,0.8,0.83,13,48.5,High,1
C055351,35-44,Male,South,Loyal,Mobile App,60,380.88,27042.48,296,126,0.72,0.55,0.1,12,72.5,Medium,1
C055352,25-34,Female,East,New,Online,3,313.85,841.84,122,17,0.59,0.75,0.37,35,69.0,Medium,0
C055353,55+,Male,East,Returning,Mobile App,8,332.72,2584.5,269,18,0.58,0.7,0.67,42,51.5,High,1
C055354,55+,Other,Central,VIP,In-Store,35,117.47,3497.78,123,248,0.62,0.49,0.43,52,53.0,Low,0
C055355,55+,Female,Central,New,Mobile App,8,294.62,2555.72,276,17,0.61,0.72,0.54,64,59.0,High,1
C055356,55+,Female,West,VIP,In-Store,8,154.5,1432.83,280,61,0.12,0.66,0.28,13,69.0,High,1
C055357,55+,Male,South,Returning,In-Store,1,117.49,102.17,211,4,0.27,0.2,0.48,85,36.0,Medium,0
C055358,18-24,Other,East,New,In-Store,35,389.69,14163.03,11,88,0.65,0.16,0.74,20,21.0,Low,0
C055359,18-24,Other,West,Returning,In-Store,5,154.76,712.46,350,36,0.64,0.45,0.62,49,41.5,High,1
C055360,55+,Male,Central,Loyal,In-Store,2,231.23,449.9,100,14,0.49,0.1,0.3,76,40.0,Low,0
C055361,35-44,Male,East,New,In-Store,5,59.79,287.3,102,38,0.39,0.7,0.42,82,64.0,Low,0
C055362,35-44,Male,East,Loyal,Mobile App,8,175.95,1239.35,263,54,0.45,0.65,0.77,40,44.0,High,1
C055363,45-54,Other,South,Loyal,In-Store,3,21.17,54.95,65,22,0.21,0.63,0.22,43,70.5,Low,0
C055364,45-54,Male,East,VIP,Online,1,162.41,175.07,327,4,0.42,0.3,0.6,60,35.0,High,1
C055365,18-24,Male,Central,Loyal,In-Store,12,77.85,974.57,312,57,0.23,0.53,0.07,54,73.0,Medium,1
C055366,45-54,Other,South,VIP,Online,8,139.72,1184.1,47,51,0.36,0.79,0.17,52,81.0,Low,0
C055367,25-34,Other,East,Loyal,Online,3,61.39,162.37,2,8,0.44,0.53,0.66,99,43.5,Low,0
C055368,18-24,Male,South,New,Mobile App,8,251.99,1964.85,113,56,0.76,0.57,0.57,76,50.0,Low,0
C055369,35-44,Male,North,Loyal,In-Store,1,270.09,281.18,3,3,0.4,0.66,0.48,55,59.0,Low,0
C055370,45-54,Other,West,VIP,Mobile App,20,288.84,6103.09,202,141,0.75,0.6,0.57,10,51.5,High,1
C055371,45-54,Other,Central,Loyal,Mobile App,5,53.36,259.36,49,10,0.44,0.7,0.22,98,74.0,Low,0
C055372,25-34,Female,East,VIP,Mobile App,2,162.86,337.51,191,7,0.51,0.88,0.64,18,62.0,High,1
C055373,35-44,Male,West,Loyal,Online,12,349.65,3958.17,93,36,0.06,0.29,0.64,73,32.5,Low,0
C055374,25-34,Male,West,Loyal,In-Store,2,146.17,269.78,309,5,0.51,0.23,0.24,60,49.5,High,1
C055375,18-24,Male,East,Returning,In-Store,12,225.85,2597.64,309,67,0.45,0.78,0.68,95,55.0,High,1
C055376,25-34,Male,South,VIP,Mobile App,5,66.74,319.83,284,35,0.4,0.61,0.77,23,42.0,High,1
C055377,18-24,Female,South,Loyal,Online,20,233.17,5523.02,245,44,0.56,0.52,0.28,79,62.0,Medium,0
C055378,18-24,Male,North,New,Mobile App,35,268.15,10809.84,252,175,0.53,0.52,0.23,94,64.5,Medium,1
C055379,18-24,Male,Central,New,In-Store,12,100.94,1213.07,258,70,0.06,0.74,0.17,63,78.5,Medium,0
C055380,25-34,Female,East,New,Online,12,384.86,4664.94,7,78,0.26,0.29,0.36,55,46.5,Low,0
C055381,55+,Male,Central,Loyal,In-Store,12,152.41,1646.67,336,29,0.33,0.66,0.72,15,47.0,High,1
C055382,18-24,Other,East,Returning,Online,1,176.4,190.98,148,4,0.59,0.38,0.13,51,62.5,Medium,0
C055383,18-24,Other,North,Loyal,Online,5,182.1,869.15,113,36,0.4,0.88,0.84,34,52.0,Medium,0
C055384,45-54,Male,Central,Loyal,Online,60,108.04,5896.3,217,311,0.51,0.58,0.1,64,74.0,Low,0
C055385,35-44,Male,West,VIP,In-Store,12,306.93,3690.58,199,89,0.42,0.38,0.58,59,40.0,Medium,1
C055386,45-54,Female,Central,New,Online,1,389.65,410.86,200,5,0.3,0.63,0.31,45,66.0,Medium,1
C055387,55+,Other,South,VIP,In-Store,12,255.76,3558.97,190,37,0.41,0.76,0.69,32,53.5,Medium,1
C055388,35-44,Male,South,Returning,In-Store,12,325.12,3758.99,202,79,0.17,0.65,0.44,64,60.5,Medium,0
C055389,25-34,Male,Central,New,Mobile App,20,46.7,808.14,282,123,0.31,0.29,0.51,98,39.0,Medium,1
C055390,55+,Male,West,Loyal,In-Store,3,104.03,315.95,330,21,0.79,0.55,0.22,16,66.5,High,1
C055391,55+,Female,North,New,Online,1,154.62,162.3,222,6,0.66,0.08,0.47,31,30.5,High,1
C055392,25-34,Male,East,Returning,In-Store,12,26.92,292.72,316,26,0.62,0.57,0.3,23,63.5,High,1
C055393,45-54,Other,East,Loyal,In-Store,3,308.1,1035.6,277,23,0.08,0.68,0.74,97,47.0,High,1
C055394,35-44,Female,East,Loyal,Online,1,223.39,250.33,53,2,0.63,0.48,0.28,80,60.0,Low,0
C055395,55+,Other,East,VIP,In-Store,2,296.31,648.27,222,13,0.6,0.35,0.19,15,58.0,Medium,1
C055396,25-34,Male,West,Returning,Online,3,189.65,630.43,12,14,0.36,0.41,0.57,17,42.0,Low,0
C055397,25-34,Male,North,New,Online,3,304.55,1093.42,78,14,0.62,0.12,0.13,86,49.5,Low,0
C055398,25-34,Male,West,VIP,Online,12,310.35,4306.36,212,30,0.42,0.59,0.34,33,62.5,Medium,1
C055399,18-24,Female,East,New,Mobile App,8,373.89,3579.06,284,25,0.35,0.52,0.79,16,36.5,High,1
C055400,18-24,Other,Central,VIP,Online,1,143.82,135.5,20,2,0.12,0.69,0.53,23,58.0,Low,0
C055401,55+,Male,West,VIP,Online,5,140.57,669.39,287,14,0.39,0.79,0.61,56,59.0,High,1
C055402,18-24,Other,Central,New,In-Store,8,388.42,3178.53,228,46,0.35,0.25,0.3,22,47.5,High,1
C055403,45-54,Female,East,VIP,In-Store,8,146.97,1160.31,335,27,0.15,0.55,0.76,25,39.5,High,1
C055404,35-44,Female,West,VIP,Mobile App,3,341.85,947.94,293,16,0.16,0.73,0.6,76,56.5,High,1
C055405,18-24,Other,North,Returning,Online,2,150.39,340.03,195,12,0.07,0.53,0.31,54,61.0,Medium,1
C055406,25-34,Other,Central,New,Online,2,144.75,320.14,5,5,0.5,0.49,0.3,11,59.5,Low,0
C055407,25-34,Female,East,VIP,In-Store,35,357.29,13344.76,295,264,0.54,0.72,0.64,89,54.0,Medium,1
C055408,18-24,Male,Central,Loyal,In-Store,1,184.95,201.44,253,2,0.06,0.84,0.24,32,80.0,High,1
C055409,55+,Male,North,Returning,Online,12,338.14,3817.24,101,67,0.3,0.85,0.3,60,77.5,Low,0
C055410,25-34,Male,South,VIP,Mobile App,20,53.19,920.19,358,125,0.69,0.28,0.76,37,26.0,High,1
C055411,45-54,Female,Central,VIP,In-Store,5,200.37,904.13,216,14,0.79,0.34,0.09,48,62.5,Medium,0
C055412,18-24,Female,West,New,In-Store,5,347.19,2017.59,208,25,0.37,0.32,0.45,43,43.5,Medium,1
C055413,35-44,Male,South,VIP,Online,20,58.05,1194.09,209,40,0.06,0.33,0.47,84,43.0,Medium,0
C055414,35-44,Female,East,Loyal,Mobile App,1,230.33,215.49,332,2,0.11,0.3,0.72,62,29.0,High,1
C055415,45-54,Other,West,Loyal,In-Store,8,193.3,1506.82,230,31,0.47,0.39,0.27,13,56.0,High,1
C055416,55+,Other,East,Returning,In-Store,3,319.71,852.5,188,23,0.77,0.27,0.65,44,31.0,High,1
C055417,45-54,Female,West,Loyal,Mobile App,8,32.9,279.2,231,47,0.31,0.09,0.18,21,45.5,Medium,1
C055418,18-24,Other,Central,Returning,Online,35,341.11,12585.91,196,228,0.2,0.23,0.65,33,29.0,High,1
C055419,18-24,Male,East,Loyal,In-Store,35,166.54,6890.93,60,253,0.43,0.56,0.62,19,47.0,Low,0
C055420,55+,Female,Central,New,In-Store,5,347.2,2044.14,120,37,0.18,0.15,0.76,16,19.5,Medium,1
C055421,35-44,Other,North,New,Mobile App,35,51.19,1770.76,358,121,0.75,0.81,0.34,68,73.5,High,1
C055422,18-24,Female,North,Returning,Online,2,391.23,687.46,117,5,0.12,0.05,0.47,45,29.0,Medium,0
C055423,35-44,Female,South,New,Online,3,286.74,752.05,264,13,0.55,0.12,0.33,30,39.5,High,1
C055424,18-24,Male,West,Loyal,Mobile App,3,71.37,251.89,229,20,0.3,0.5,0.83,45,33.5,High,1
C055425,18-24,Male,West,New,In-Store,5,50.68,256.88,231,24,0.72,0.18,0.1,48,54.0,Medium,1
C055426,55+,Female,Central,Returning,Mobile App,8,151.05,1046.99,5,19,0.6,0.83,0.48,28,67.5,Low,0
C055427,55+,Male,West,VIP,Mobile App,1,344.42,347.82,61,7,0.57,0.38,0.28,42,55.0,Low,0
C055428,35-44,Other,Central,New,In-Store,12,53.88,570.98,201,60,0.2,0.09,0.84,47,12.5,Medium,1
C055429,35-44,Other,East,VIP,Mobile App,8,343.24,2913.84,308,46,0.57,0.19,0.16,82,51.5,Medium,1
C055430,35-44,Male,East,VIP,In-Store,8,333.45,2506.45,191,61,0.39,0.45,0.42,40,51.5,Medium,1
C055431,55+,Other,South,Returning,Online,12,224.81,2878.31,46,83,0.08,0.51,0.09,68,71.0,Low,0
C055432,35-44,Male,East,Returning,Online,8,162.65,1283.66,330,35,0.59,0.45,0.58,36,43.5,High,1
C055433,35-44,Male,East,Returning,In-Store,8,299.39,2100.53,68,60,0.14,0.15,0.2,62,47.5,Low,0
C055434,35-44,Female,East,Returning,Online,2,69.33,164.22,334,14,0.1,0.14,0.08,99,53.0,Medium,1
C055435,35-44,Male,East,New,Online,3,307.89,1004.5,17,10,0.69,0.55,0.44,35,55.5,Low,0
C055436,25-34,Male,West,VIP,Online,2,242.01,440.42,36,8,0.25,0.34,0.24,76,55.0,Low,0
C055437,25-34,Female,North,Loyal,In-Store,35,108.74,3587.31,308,276,0.45,0.54,0.64,50,45.0,High,1
C055438,55+,Female,North,New,Online,20,101.95,1888.56,42,134,0.52,0.56,0.67,31,44.5,Low,0
C055439,18-24,Female,Central,Loyal,In-Store,2,150.3,293.02,60,14,0.28,0.32,0.67,98,32.5,Low,0
C055440,35-44,Other,West,Returning,Online,20,50.02,1054.52,267,56,0.13,0.49,0.08,55,70.5,Medium,1
C055441,35-44,Female,South,Returning,Online,1,355.85,328.04,139,4,0.59,0.71,0.63,41,54.0,Medium,0
C055442,25-34,Other,North,Loyal,Online,1,227.57,226.09,110,6,0.54,0.63,0.08,14,77.5,Low,0
C055443,18-24,Female,West,Loyal,Mobile App,2,36.83,73.69,64,11,0.49,0.47,0.58,93,44.5,Low,0
C055444,45-54,Other,East,VIP,Online,8,274.71,2498.0,273,42,0.58,0.4,0.35,82,52.5,Medium,1
C055445,25-34,Female,West,New,Mobile App,35,69.89,2653.29,145,123,0.73,0.54,0.24,98,65.0,Low,0
